1)tuId,2)tuName,3)operonName,4)tuGenes
RDBECOLITUC00499,ydbD,ydbD,ydbD;
RDBECOLITUC00500,ynbABCD,ynbABCD,ynbD;ynbC;ynbB;ynbA;
RDBECOLITUC00501,hrpA,hrpA,hrpA;
RDBECOLITUC00502,ydcF,ydcF,ydcF;
RDBECOLITUC00503,cybB,cybB,cybB;
RDBECOLITUC00504,ydcA,ydcA,ydcA;
RDBECOLITUC00505,hokB,hokB,hokB;
RDBECOLITUC00506,mokB,mokB,mokB;
RDBECOLITUC00507,sokB,sokB,sokB;
RDBECOLITUC00508,ydcJ,ydcJ,ydcJ;
RDBECOLITUC00509,opgD,opgD,opgD;
RDBECOLITUC00510,ydcH,ydcH,ydcH;
RDBECOLITUC00511,ydcL,ydcL,ydcL;
RDBECOLITUC00512,yncK,yncK,yncK;
RDBECOLITUC00513,sutR,sutR,sutR;
RDBECOLITUC00514,rlhA,rlhA,rlhA;
RDBECOLITUC00515,hicAB,hicAB,hicB;hicA;
RDBECOLITUC00516,ydcR,ydcR,ydcR;
RDBECOLITUC00517,patD,ydcSTUV-patD,patD;
RDBECOLITUC00518,ortT,ortT,ortT;
RDBECOLITUC00519,ydcY,ydcY,ydcY;
RDBECOLITUC00520,mnaT-ydcZ,mnaT-ydcZ,mnaT;ydcZ;
RDBECOLITUC00521,curA,curA,curA;
RDBECOLITUC00522,mcbR,mcbR,mcbR;
RDBECOLITUC00523,yncG,yncG,yncG;
RDBECOLITUC00524,yncH,yncH,yncH;
RDBECOLITUC00525,rhsE-ydcD,rhsE-ydcD,ydcD;rhsE;
RDBECOLITUC00526,yncI,yncI,yncI;
RDBECOLITUC00527,ydcC,ydcC,ydcC;
RDBECOLITUC00528,pptA,pptA,pptA;
RDBECOLITUC00529,yddE,yddE,yddE;
RDBECOLITUC00530,yddLKJ,yddLKJ,yddL;yddK;yddJ;
RDBECOLITUC00531,yddG,yddG,yddG;
RDBECOLITUC00532,yddM,yddM,yddM;
RDBECOLITUC00533,adhP,adhP,adhP;
RDBECOLITUC00534,maeA,maeA,maeA;
RDBECOLITUC00535,digH,digH,digH;
RDBECOLITUC00536,pqqL,pqqL,pqqL;
RDBECOLITUC00537,yddAB,yddAB,yddA;yddB;
RDBECOLITUC00538,ydeM,ydeNM,ydeM;
RDBECOLITUC00539,ydeN,ydeNM,ydeN;
RDBECOLITUC00540,ydeQ,ydeQ,ydeQ;
RDBECOLITUC00541,ydeTSR,ydeTSR,ydeT;ydeS;ydeR;
RDBECOLITUC00542,yneL,yneL,yneL;
RDBECOLITUC00543,yneO,yneO,yneO;
RDBECOLITUC00544,lsrK,lsrRK,lsrK;
RDBECOLITUC00545,lsrRK,lsrRK,lsrK;lsrR;
RDBECOLITUC00546,tam,lsrACDBFG-tam,tam;
RDBECOLITUC00547,yneE,yneE,yneE;
RDBECOLITUC00548,dgcF,dgcF,dgcF;
RDBECOLITUC00549,glsB-yneG,sad-glsB-yneG,glsB;yneG;
RDBECOLITUC00550,sad,sad-glsB-yneG,sad;
RDBECOLITUC00551,yneJ,yneJ,ptrR;
RDBECOLITUC00552,yneK,yneK,yneK;
RDBECOLITUC00553,mgtS,mgtS,mgtS;
RDBECOLITUC00554,dgcZ,dgcZ,dgcZ;
RDBECOLITUC00555,ydfG,ydfG,ydfG;
RDBECOLITUC00556,ydfH,ydfH,rspR;
RDBECOLITUC00557,ydfZ,ydfZ,ydfZ;
RDBECOLITUC00558,ydfI,ydfI,ydfI;
RDBECOLITUC00559,ydfJ,ydfJ,ydfJ;
RDBECOLITUC00560,yntF-ydfK,yntF-ydfK,ynfT;ydfK;
RDBECOLITUC00561,pinQ,pinQ,pinQ;
RDBECOLITUC00562,ynfO-ydfO,ynfO-ydfO,ydfO;ynfO;
RDBECOLITUC00563,gnsB,gnsB,gnsB;
RDBECOLITUC00564,ynfN,ynfN,ynfN;
RDBECOLITUC00565,essQ-ydfR-rrrQ-rzpQ,essQ-ydfR-rrrQ-rzpQ,essQ;ydfR;rrrQ;rzpQ;
RDBECOLITUC00566,ydfUT,ydfUT,ydfU;ydfT;
RDBECOLITUC00567,rem,rem,rem;
RDBECOLITUC00568,hokD,relBE-hokD,hokD;
RDBECOLITUC00569,relBE,relBE-hokD,relB;relE;
RDBECOLITUC00570,ydfV,ydfV,ydfV;
RDBECOLITUC00571,dicC-ydfXW,dicC-ydfXW,dicC;ydfX;ydfW;
RDBECOLITUC00572,dicA,dicA,dicA;
RDBECOLITUC00573,ydfABC,dicB-ydfDE-insD-intQ,ydfC;ydfB;ydfA;
RDBECOLITUC00574,dicF,dicB-ydfDE-insD-intQ,dicF;
RDBECOLITUC00575,dicB-ydfDE-insD-intQ,dicB-ydfDE-insD-intQ,intQ;insD7;ydfE;ydfD;dicB;
RDBECOLITUC00576,ynfP,ynfP,ynfP;
RDBECOLITUC00577,rspA-rspB,rspA-rspB,rspA;rspB;
RDBECOLITUC00578,ynfA,ynfA,ynfA;
RDBECOLITUC00579,ynfB-speG,ynfB-speG,speG;ynfB;
RDBECOLITUC00580,ynfD,ynfD,ynfD;
RDBECOLITUC00581,clcB,clcB,clcB;
RDBECOLITUC00582,ynfK,mlc-ynfK,bidA;
RDBECOLITUC00583,ynfL,ynfL,ynfL;
RDBECOLITUC00584,ynfM,ynfM,ynfM;
RDBECOLITUC00585,ydgD,ydgD,ydgD;
RDBECOLITUC00586,mdtUJI,mdtUJI,mdtU;mdtJ;mdtI;
RDBECOLITUC00587,ydgH,ydgH,ydgH;
RDBECOLITUC00588,ydgI-folM,ydgI-folM,folM;ydgI;
RDBECOLITUC00589,tus,tus,tus;
RDBECOLITUC00590,ydgA,ydgA,ydgA;
RDBECOLITUC00591,hdhA,hdhA,hdhA;
RDBECOLITUC00592,add,add,add;
RDBECOLITUC00593,blr,blr,blr;
RDBECOLITUC00594,cnu,cnu,cnu;
RDBECOLITUC00595,gstA,gstA,gstA;
RDBECOLITUC00596,mliC,mliC,mliC;
RDBECOLITUC00597,anmK,anmK,anmK;
RDBECOLITUC00598,sodC,sodC,sodC;
RDBECOLITUC00599,ydhF,ydhF,ydhF;
RDBECOLITUC00600,ydhL,ydhL,ydhL;
RDBECOLITUC00601,mepH,mepH,mepH;
RDBECOLITUC00602,ydhC,ydhC,punC;
RDBECOLITUC00603,ydhR,ydhR,ydhR;
RDBECOLITUC00604,ydhS,ydhS,ydhS;
RDBECOLITUC00605,ydhXUT,ydhYVWXUT,ydhX;ydhU;ydhT;
RDBECOLITUC00606,ydhYVW,ydhYVWXUT,ydhY;ydhV;ydhW;
RDBECOLITUC00607,fumD,fumD,fumD;
RDBECOLITUC00608,ldtE,ldtE,ldtE;
RDBECOLITUC00609,rydB,rydB,rydB;
RDBECOLITUC00610,ydiJ-menI-ydiH,ydiJ-menI-ydiH,ydiJ;menI;ydiH;
RDBECOLITUC00611,ydiK,ydiK,ydiK;
RDBECOLITUC00612,rprA,rprA,rprA;
RDBECOLITUC00613,ydiL,ydiL,ydiL;
RDBECOLITUC00614,ydiM,ydiM,ydiM;
RDBECOLITUC00615,ydiNB-aroD,ydiNB-aroD,aroD;ydiB;ydiN;
RDBECOLITUC00616,ydiFO,ydiFO,ydiO;ydiF;
RDBECOLITUC00617,ppsR,ppsR,ppsR;
RDBECOLITUC00618,ydiE,ydiE,ydiE;
RDBECOLITUC00619,ydiV,ydiV,rflP;
RDBECOLITUC00620,nlpC,nlpC,nlpC;
RDBECOLITUC00621,arpB,arpB,arpB;
RDBECOLITUC00622,yniD,yniD,yniD;
RDBECOLITUC00623,ydiZ,ydiZ,ydiZ;
RDBECOLITUC00624,yniA,yniA,yniA;
RDBECOLITUC00625,hxpB,hxpB,hxpB;
RDBECOLITUC00626,tcyP,tcyP,tcyP;
RDBECOLITUC00627,ydjO,ydjO,ydjO;
RDBECOLITUC00628,nadE,nadE,nadE;
RDBECOLITUC00629,ydjXYZ-ynjABCD,ydjXYZ-ynjABCD,ynjD;ynjC;ynjB;ynjA;ydjZ;ydjY;ydjX;
RDBECOLITUC00630,ynjE,ynjE,ynjE;
RDBECOLITUC00631,ynjI,ynjI,ynjI;
RDBECOLITUC00632,sppA,sppA,sppA;
RDBECOLITUC00633,ydjE,ydjE,ydjE;
RDBECOLITUC00634,ydjF,ydjF,ydjF;
RDBECOLITUC00635,ydjLKJIHG,ydjLKJIHG,ydjL;ydjK;ydjJ;ydjI;ydjH;ydjG;
RDBECOLITUC00636,yeaC,yeaC,yeaC;
RDBECOLITUC00637,yeaD,gapA-yeaD,yeaD;
RDBECOLITUC00638,yeaE,yeaE,yeaE;
RDBECOLITUC00639,mipA,mipA,mipA;
RDBECOLITUC00640,cdgI,cdgI,cdgI;
RDBECOLITUC00641,dgcJ,dgcJ,dgcJ;
RDBECOLITUC00642,yeaK,yeaK,yeaK;
RDBECOLITUC00643,nimT,nimT,nimT;
RDBECOLITUC00644,yeaO,yeaO,yeaO;
RDBECOLITUC00645,yeaQ,yeaQ,yeaQ;
RDBECOLITUC00646,yeaR-yoaG,yeaR-yoaG,yeaR;yoaG;
RDBECOLITUC00647,dmlR,dmlR,dmlR;
RDBECOLITUC00648,dmlA,dmlA,dmlA;
RDBECOLITUC00649,yeaVW,yeaVW,yeaW;yeaV;
RDBECOLITUC00650,yeaX,yeaX,yeaX;
RDBECOLITUC00651,tsaB-yeaY,tsaB-yeaY,tsaB;yeaY;
RDBECOLITUC00652,yoaA,yoaA,yoaA;
RDBECOLITUC00653,yoaB,yoaB,yoaB;
RDBECOLITUC00654,yoaC,yoaC,yoaC;
RDBECOLITUC00655,pabB-nudL,pabB-nudL,nudL;pabB;
RDBECOLITUC00656,pdeD,pdeD,pdeD;
RDBECOLITUC00657,yobD,manXYZ-yobD,yobD;
RDBECOLITUC00658,argP,argP,argP;
RDBECOLITUC00659,mntP,mntP,mntP;
RDBECOLITUC00660,rlmA,rlmA,rlmA;
RDBECOLITUC00661,yobF-cspC,yobF-cspC,yobF;cspC;
RDBECOLITUC00662,yebO,yebO,yebO;
RDBECOLITUC00663,proQ-prc,proQ-prc,proQ;prc;
RDBECOLITUC00664,msrC,msrC,msrC;
RDBECOLITUC00665,letAB,letAB,letB;letA;
RDBECOLITUC00666,rsmF,rsmF,rsmF;
RDBECOLITUC00667,yebV,yebV,yebV;
RDBECOLITUC00668,cbl,cbl,cbl;
RDBECOLITUC00669,yebW,yebW,yebW;
RDBECOLITUC00670,sdsR,sdsR-pphA,sdsR;
RDBECOLITUC00671,yobA-yebZY,yobA-yebZY,yobA;yebZ;yebY;
RDBECOLITUC00672,holE,holE,holE;
RDBECOLITUC00673,yobB-exoX,yobB-exoX,exoX;yobB;
RDBECOLITUC00674,ptrB,ptrB,ptrB;
RDBECOLITUC00675,yebE,yebE,yebE;
RDBECOLITUC00676,yebF,yebF,yebF;
RDBECOLITUC00677,yebG,yebG,yebG;
RDBECOLITUC00678,yebK,yebK,yebK;
RDBECOLITUC00679,pykA,pykA,pykA;
RDBECOLITUC00680,lpxM,lpxM,lpxM;
RDBECOLITUC00681,yecDE,yecDE,yecE;yecD;
RDBECOLITUC00682,yecN-cmoAB,yecN-cmoAB,cmoB;cmoA;yecN;
RDBECOLITUC00683,argS,argS,argS;
RDBECOLITUC00684,yecT,yecT,yecT;
RDBECOLITUC00685,insA5B5AB5,insA5B5AB5,insA5;insB5;insAB5;
RDBECOLITUC00686,yecJ,yecJ,yecJ;
RDBECOLITUC00687,ftnA,ftnA,ftnA;
RDBECOLITUC00688,yecA,yecA,yecA;
RDBECOLITUC00689,pgsA,pgsA,pgsA;
RDBECOLITUC00690,sdiA,sdiA,sdiA;
RDBECOLITUC00691,dcyD-tcyLN,dcyD-tcyLN,dcyD;tcyL;tcyN;
RDBECOLITUC00692,yedEF,yedEF,yedF;yedE;
RDBECOLITUC00693,yedK,yedK,yedK;
RDBECOLITUC00694,yedL,yedL,yedL;
RDBECOLITUC00695,yedN,yedN,yedN;
RDBECOLITUC00696,dgcQ,dgcQ,dgcQ;
RDBECOLITUC00697,yodC,yodC,yodC;
RDBECOLITUC00698,yedI,yedI,yedI;
RDBECOLITUC00699,yedRJ,yedRJ,drpB;yedJ;
RDBECOLITUC00700,yedS,yedS,yedS;
RDBECOLITUC00701,hchA,hchA,hchA;
RDBECOLITUC00702,hprRS,hprRS,hprR;hprS;
RDBECOLITUC00703,hiuH-msrPQ,hiuH-msrPQ,msrQ;msrP;hiuH;
RDBECOLITUC00704,msrPQ,hiuH-msrPQ,msrQ;msrP;
RDBECOLITUC00705,yodB,yodB,yodB;
RDBECOLITUC00706,mtfA,mtfA,mtfA;
RDBECOLITUC00707,yeeJ,yeeJ,yeeJ;
RDBECOLITUC00708,yeeL,yeeL,yeeL;
RDBECOLITUC00709,yeeN,yeeN,yeeN;
RDBECOLITUC00710,yeeO,yeeO,yeeO;
RDBECOLITUC00711,ldtA,ldtA,ldtA;
RDBECOLITUC00712,insH6,insH6,insH6;
RDBECOLITUC00713,insC3D3CD3,insC3D3CD3,insC3;insD3;insCD3;
RDBECOLITUC00714,yeeP,yeeP,yeeP;
RDBECOLITUC00715,yeeRST-cbeA-cbtA-yeeW,yeeRST-cbeA-cbtA-yeeW,yeeW;cbtA;cbeA;yeeT;yeeS;yeeR;
RDBECOLITUC00716,yoeF,yoeF,yoeF;
RDBECOLITUC00717,yeeX,yeeX,tmaR;
RDBECOLITUC00718,yeeA,yeeA,yeeA;
RDBECOLITUC00719,sbmC,sbmC,sbmC;
RDBECOLITUC00720,dacD,dacD,dacD;
RDBECOLITUC00721,yeeED,yeeED,tsuA;tsuB;
RDBECOLITUC00722,plaP,plaP,plaP;
RDBECOLITUC00723,yeeY,yeeY,yeeY;
RDBECOLITUC00724,yeeZ,yeeZ,yeeZ;
RDBECOLITUC00725,yefM-yoeB,yefM-yoeB,yefM;yoeB;
RDBECOLITUC00726,wzzB,wzzB,wzzB;
RDBECOLITUC00727,ugd,ugd,ugd;
RDBECOLITUC00728,wcaKLM,wcaKLM,wcaK;wcaL;wcaM;
RDBECOLITUC00729,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,wcaC;wcaD;wcaE;wcaF;gmd;fcl;gmm;wcaI;cpsB;cpsG;wcaJ;wzxC;
RDBECOLITUC00730,asmA,asmA,asmA;
RDBECOLITUC00731,yegL-pphC,yegL-pphC,yegL;pphC;
RDBECOLITUC00732,sibA,sibA,sibA;
RDBECOLITUC00733,sibB,sibB,sibB;
RDBECOLITUC00734,yegP,yegP,yegP;
RDBECOLITUC00735,trhP,trhP,trhP;
RDBECOLITUC00736,cyaR,cyaR,cyaR;
RDBECOLITUC00737,insE5EF5F5,insE5EF5F5,insF5;insE5;insEF5;
RDBECOLITUC00738,yegTUV,yegTUV,yegV;yegU;yegT;
RDBECOLITUC00739,yegW,yegW,yegW;
RDBECOLITUC00740,yegX,yegX,yegX;
RDBECOLITUC00741,thiMD,thiMD,thiM;thiD;
RDBECOLITUC00742,rcnR,rcnR,rcnR;
RDBECOLITUC00743,rcnAB,rcnAB,rcnB;rcnA;
RDBECOLITUC00744,rcnB,rcnAB,rcnB;
RDBECOLITUC00745,yehDCBA,yehDCBA,yehD;yehC;yehB;yehA;
RDBECOLITUC00746,yehE,yehE,yehE;
RDBECOLITUC00747,mrp,mrp,mrp;
RDBECOLITUC00748,metG,metG,metG;
RDBECOLITUC00749,yehHI,yehHI,yehH;yehI;
RDBECOLITUC00750,yehK,yehK,yehK;
RDBECOLITUC00751,yehLMPQ,yehLMPQ,yehQ;yehP;yehM;yehL;
RDBECOLITUC00752,yehR,yehR,yehR;
RDBECOLITUC00753,yehS,yehS,yehS;
RDBECOLITUC00754,btsSR,btsSR,btsS;btsR;
RDBECOLITUC00755,mlrA,mlrA,mlrA;
RDBECOLITUC00756,yohO,yohO,yohO;
RDBECOLITUC00757,pbpG,pbpG,pbpG;
RDBECOLITUC00758,yohC,yohC,yohC;
RDBECOLITUC00759,yohF,yohF,yohF;
RDBECOLITUC00760,mdtQ,mdtQ,mdtQ;
RDBECOLITUC00761,dusC,dusC,dusC;
RDBECOLITUC00762,yohJK,yohJK,yohK;yohJ;
RDBECOLITUC00763,sanA-yeiS,sanA-yeiS,yeiS;sanA;
RDBECOLITUC00764,preTA,preTA,preA;preT;
RDBECOLITUC00765,folE-yeiB,folE-yeiB,folE;yeiB;
RDBECOLITUC00766,yeiE,yeiE,yeiE;
RDBECOLITUC00767,yeiH,yeiH,yeiH;
RDBECOLITUC00768,nupX,nupX,nupX;
RDBECOLITUC00769,psuT,psuT,psuT;
RDBECOLITUC00770,psuKG,psuKG,psuK;psuG;
RDBECOLITUC00771,yeiP,yeiP,yeiP;
RDBECOLITUC00772,yeiQ,yeiQ,yeiQ;
RDBECOLITUC00773,yeiR-lpxT,yeiR-lpxT,lpxT;yeiR;
RDBECOLITUC00774,mepS,mepS,mepS;
RDBECOLITUC00775,pdeN,pdeN,pdeN;
RDBECOLITUC00776,yejABEF,yejABEF,yejF;yejE;yejB;yejA;
RDBECOLITUC00777,yejG,yejG,yejG;
RDBECOLITUC00778,bcr,bcr,bcr;
RDBECOLITUC00779,rsuA,rsuA,rsuA;
RDBECOLITUC00780,radD,radD,radD;
RDBECOLITUC00781,None,rplY,rplY;
RDBECOLITUC00782,yejLM,yejLM,lapC;yejL;
RDBECOLITUC00783,mqo,mqo,mqo;
RDBECOLITUC00784,yojI,yojI,yojI;
RDBECOLITUC00785,ftp,ftp,ftp;
RDBECOLITUC00786,atoSC,atoSC,atoC;atoS;
RDBECOLITUC00787,yfaATSQP,yfaATSQP,yfaA;yfaT;yfaS;yfaQ;yfaP;
RDBECOLITUC00788,rpnE-ypaA,rpnE-ypaA,ypaA;rpnE;
RDBECOLITUC00789,yfaVU,yfaX-rhmD,yfaV;yfaU;
RDBECOLITUC00790,yfaX-rhmD,yfaX-rhmD,yfaX;rhmD;
RDBECOLITUC00791,yfaY,yfaY,yfaY;
RDBECOLITUC00792,yfaZ,yfaZ,yfaZ;
RDBECOLITUC00793,arnBCADTEF,arnBCADTEF,arnF;arnE;arnT;arnD;arnA;arnC;arnB;
RDBECOLITUC00794,pmrD,pmrD,pmrD;
RDBECOLITUC00795,elaB,elaB,elaB;
RDBECOLITUC00796,elaA,elaA,elaA;
RDBECOLITUC00797,rbn,rbn,rbn;
RDBECOLITUC00798,elaD,elaD,elaD;
RDBECOLITUC00799,yfbL,yfbL,yfbL;
RDBECOLITUC00800,yfbM,yfbM,yfbM;
RDBECOLITUC00801,yfbO,yfbO,yfbO;
RDBECOLITUC00802,yfbP,yfbP,yfbP;
RDBECOLITUC00803,alaA,alaA-yfbR,alaA;
RDBECOLITUC00804,yfbR,alaA-yfbR,yfbR;
RDBECOLITUC00805,yfbS,yfbS,yfbS;
RDBECOLITUC00806,yfbU-hxpA,yfbU-hxpA,yfbU;hxpA;
RDBECOLITUC00807,yfbV,yfbV,yfbV;
RDBECOLITUC00808,yfcC,yfcC,yfcC;
RDBECOLITUC00809,yfcD,yfcD,yfcD;
RDBECOLITUC00810,yfcE,yfcE,yfcE;
RDBECOLITUC00811,yfcF,yfcF,yfcF;
RDBECOLITUC00812,yfcG,yfcG,yfcG;
RDBECOLITUC00813,folX-yfcH,folX-yfcH,yfcH;folX;
RDBECOLITUC00814,rpnB,rpnB,rpnB;
RDBECOLITUC00815,folC-dedD,folC-dedD,folC;dedD;
RDBECOLITUC00816,yfcJ,yfcJ,yfcJ;
RDBECOLITUC00817,prmB-aroC-mepA-yfcA-epmC-yfcL,prmB-aroC-mepA-yfcA-epmC-yfcL,prmB;aroC;mepA;yfcA;epmC;yfcL;
RDBECOLITUC00818,yfcUSRQPO,yfcUSRQPO,yfcU;yfcS;yfcR;yfcQ;yfcP;yfcO;
RDBECOLITUC00819,yfcV,yfcV,yfcV;
RDBECOLITUC00820,yfcZ,yfcZ,yfcZ;
RDBECOLITUC00821,yfdF,yfdF,yfdF;
RDBECOLITUC00822,yfdC,yfdC,yfdC;
RDBECOLITUC00823,intS,intS,intS;
RDBECOLITUC00824,yfdGHI,yfdGHI,yfdI;yfdH;yfdG;
RDBECOLITUC00825,tfaS,tfaS,tfaS;
RDBECOLITUC00826,yfdONMLK,yfdONMLK,yfdO;yfdN;yfdM;yfdL;yfdK;
RDBECOLITUC00827,yfdPQ,yfdPQ,yfdQ;yfdP;
RDBECOLITUC00828,yfdRST,yfdRST,yfdT;yfdS;yfdR;
RDBECOLITUC00829,ypdJ,ypdJ,ypdJ;
RDBECOLITUC00830,torI,torI,torI;
RDBECOLITUC00831,yfdE,yfdV,yfdE;
RDBECOLITUC00832,yfdV,yfdV,yfdV;
RDBECOLITUC00833,oxc,yfdV,oxc;
RDBECOLITUC00834,tpke70,tpke70,tpke70;
RDBECOLITUC00835,alaC,alaC,alaC;
RDBECOLITUC00836,pyrSR-ypdC,pyrSR-ypdC,ypdC;pyrR;pyrS;
RDBECOLITUC00837,fryBC-ypdFE-fryA,fryBC-ypdFE-fryA,fryB;fryC;ypdF;ypdE;fryA;
RDBECOLITUC00838,yfeO,yfeO,yfeO;
RDBECOLITUC00839,ypeC,ypeC,ypeC;
RDBECOLITUC00840,insL3,insL3,insL3;
RDBECOLITUC00841,pdeA,pdeA,pdeA;
RDBECOLITUC00842,ligA-ypeB,ligA-ypeB,ligA;ypeB;
RDBECOLITUC00843,zipA,zipA,zipA;
RDBECOLITUC00844,cysZ,cysZ,cysZ;
RDBECOLITUC00845,ucpA,ucpA,ucpA;
RDBECOLITUC00846,murR,murR,murR;
RDBECOLITUC00847,murQP-yfeW,murQP-yfeW,yfeW;murP;murQ;
RDBECOLITUC00848,ypeA-yfeZ,ypeA-yfeZ,ypeA;yfeZ;
RDBECOLITUC00849,eutBCLKR,eutBCLKR,eutB;eutC;eutL;eutK;eutR;
RDBECOLITUC00850,intZ,intZ,intZ;
RDBECOLITUC00851,yffL,yffL,yffL;
RDBECOLITUC00852,yffMN,yffMN,yffN;yffM;
RDBECOLITUC00853,yffQR,yffQR,yffR;yffQ;
RDBECOLITUC00854,yffS,yffS,yffS;
RDBECOLITUC00855,eutHA,eutHA,eutH;eutA;
RDBECOLITUC00856,eutNEJG,eutNEJG,eutN;eutE;eutJ;eutG;
RDBECOLITUC00857,eutSPQTDM,eutSPQTDM,eutS;eutP;eutQ;eutT;eutD;eutM;
RDBECOLITUC00858,maeB,maeB,maeB;
RDBECOLITUC00859,ypfG,ypfG,ypfG;
RDBECOLITUC00860,nudK,nudK,nudK;
RDBECOLITUC00861,aegA,aegA,aegA;
RDBECOLITUC00862,narQ,narQ,narQ;
RDBECOLITUC00863,yffB-dapE-ypfN,yffB-dapE-ypfN,ypfN;dapE;yffB;
RDBECOLITUC00864,ypfH,ypfH,ypfH;
RDBECOLITUC00865,ypfJ-tmcA,ypfJ-tmcA,ypfJ;tmcA;
RDBECOLITUC00866,hda,hda,hda;
RDBECOLITUC00867,yfgG,yfgG,yfgG;
RDBECOLITUC00868,yfgHI,yfgHI,yfgI;yfgH;
RDBECOLITUC00869,yfgJ,yfgJ,yfgJ;
RDBECOLITUC00870,rlmN,rlmN,rlmN;
RDBECOLITUC00871,ndk,ndk,ndk;
RDBECOLITUC00872,yfhM-pbpC,yfhM-pbpC,yfhM;pbpC;
RDBECOLITUC00873,ryfA,ryfA,ryfA;
RDBECOLITUC00874,sseB,sseB,sseB;
RDBECOLITUC00875,pepB,pepB,pepB;
RDBECOLITUC00876,trmJ,trmJ,trmJ;
RDBECOLITUC00877,suhB,suhB,suhB;
RDBECOLITUC00878,yfhR,yfhR,yfhR;
RDBECOLITUC00879,hcaT,hcaT,hcaT;
RDBECOLITUC00880,yphA,yphA,yphA;
RDBECOLITUC00881,yphCB,yphCB,yphC;yphB;
RDBECOLITUC00882,yphFED,yphFED,yphF;yphE;yphD;
RDBECOLITUC00883,yphG,yphG,yphG;
RDBECOLITUC00884,glmY,glmY,glmY;
RDBECOLITUC00885,pgpC-tadA,pgpC-tadA,pgpC;tadA;
RDBECOLITUC00886,yfhH,yfhH,yfhH;
RDBECOLITUC00887,yfhL,yfhL,yfhL;
RDBECOLITUC00888,tapT-patZ,tapT-patZ,patZ;tapT;
RDBECOLITUC00889,pssA,pssA,pssA;
RDBECOLITUC00890,yfiM,yfiM,yfiM;
RDBECOLITUC00891,kgtP,kgtP,kgtP;
RDBECOLITUC00892,rluD-pgeF,rluD-pgeF,rluD;yfiH;
RDBECOLITUC00893,raiAZ,raiAZ,raiZ;raiA;
RDBECOLITUC00894,yfiL,yfiL,yfiL;
RDBECOLITUC00895,yfiR-dgcN-yfiB,yfiR-dgcN-yfiB,yfiB;dgcN;yfiR;
RDBECOLITUC00896,ffh,ffh,ffh;
RDBECOLITUC00897,ypjD,ypjD,ypjD;
RDBECOLITUC00898,yfjD,yfjD,yfjD;
RDBECOLITUC00899,nadK,nadK,nadK;
RDBECOLITUC00900,ratA-yfjF,ratA-yfjF,ratA;yfjF;
RDBECOLITUC00901,smpB,smpB,smpB;
RDBECOLITUC00902,intA,intA,intA;
RDBECOLITUC00903,alpA,alpA,alpA;
RDBECOLITUC00904,yfjI,yfjI,yfjI;
RDBECOLITUC00905,yfjJ,yfjJ,yfjJ;
RDBECOLITUC00906,abpAB,abpAB,abpA;abpB;
RDBECOLITUC00907,yfjM,yfjM,yfjM;
RDBECOLITUC00908,yfjPQ,yfjPQ,yfjQ;yfjP;
RDBECOLITUC00909,yfjR-ypjK-yfjS-yfjT,yfjR-ypjK-yfjS-yfjT,yfjT;yfjS;ypjK;yfjR;
RDBECOLITUC00910,yfjU,yfjU,yfjU;
RDBECOLITUC00911,yfjV,yfjV,yfjV;
RDBECOLITUC00912,yfjW,yfjW,yfjW;
RDBECOLITUC00913,yfjXY-ypjJ-yfjZ-ypjF,yfjXY-ypjJ-yfjZ-ypjF,ypjF;yfjZ;ypjJ;yfjY;yfjX;
RDBECOLITUC00914,ypjA,ypjA,ypjA;
RDBECOLITUC00915,pinH,pinH,pinH;
RDBECOLITUC00916,ypjB,ypjB,ypjB;
RDBECOLITUC00917,ypjC,ypjC,ypjC;
RDBECOLITUC00918,ileY,ileY,ileY;
RDBECOLITUC00919,ygaQ,ygaQ,ygaQ;
RDBECOLITUC00920,kbp,yqaE-kbp,kbp;
RDBECOLITUC00921,yqaE,yqaE-kbp,yqaE;
RDBECOLITUC00922,ygaVP,ygaVP,ygaP;ygaV;
RDBECOLITUC00923,ygaM,ygaM,ygaM;
RDBECOLITUC00924,ygaY,ygaY,ygaY;
RDBECOLITUC00925,ygaZH,ygaZH,ygaH;ygaZ;
RDBECOLITUC00926,gshA,gshA,gshA;
RDBECOLITUC00927,yqaBA,yqaBA,yqaB;yqaA;
RDBECOLITUC00928,None,csrA,csrA;
RDBECOLITUC00929,pncC,pncC,pncC;
RDBECOLITUC00930,mltB,mltB,mltB;
RDBECOLITUC00931,pphB,pphB,pphB;
RDBECOLITUC00932,ygbJK,ygbJK,ygbK;ygbJ;
RDBECOLITUC00933,ygbLM,ygbLM,ygbM;ygbL;
RDBECOLITUC00934,ygbN,ygbN,ygbN;
RDBECOLITUC00935,ygbE,ygbE,ygbE;
RDBECOLITUC00936,casABCDE12,casDE-ygbTF,casA;casB;casC;casD;casE;cas1;cas2;
RDBECOLITUC00937,cas3,cas3,cas3;
RDBECOLITUC00938,queD,queD,queD;
RDBECOLITUC00939,ygcNOP,ygcNOP,ygcP;ygcO;ygcN;
RDBECOLITUC00940,ygcRQ,ygcRQ,ygcR;ygcQ;
RDBECOLITUC00941,ygcS,ygcS,ygcS;
RDBECOLITUC00942,ygcU,ygcU,ygcU;
RDBECOLITUC00943,ygcW,ygcW,ygcW;
