1)tuId,2)tuName,3)operonName,4)tuGenes
RDBECOLITUC00944,yqcE-ygcE,yqcE-ygcE,ygcE;yqcE;
RDBECOLITUC00945,rlmD,rlmD,rlmD;
RDBECOLITUC00946,yqcC-truC-yqcA,yqcC-truC-yqcA,yqcC;truC;yqcA;
RDBECOLITUC00947,syd,syd,syd;
RDBECOLITUC00948,queF,queF,queF;
RDBECOLITUC00949,ppnN,ppnN,ppnN;
RDBECOLITUC00950,ygdG,ygdG,ygdG;
RDBECOLITUC00951,csdAE,csdAE,csdE;csdA;
RDBECOLITUC00952,tcdA,tcdA,tcdA;
RDBECOLITUC00953,mltA,mltA,mltA;
RDBECOLITUC00954,ptrA-recBD,ptrA-recBD,ptrA;recB;recD;
RDBECOLITUC00955,ppdAB-ygdB-ppdC-recC,ppdAB-ygdB-ppdC-recC,ppdA;ppdB;ygdB;ppdC;recC;
RDBECOLITUC00956,rppH-ptsP,rppH-ptsP,rppH;ptsP;
RDBECOLITUC00957,mutH,mutH,mutH;
RDBECOLITUC00958,ygdQ,ygdQ,ygdQ;
RDBECOLITUC00959,ygdR,ygdR,ygdR;
RDBECOLITUC00960,tas,tas,tas;
RDBECOLITUC00961,aas-lplT,aas-lplT,aas;lplT;
RDBECOLITUC00962,ygeA,araE-ygeA,ygeA;
RDBECOLITUC00963,kduD,kduD,kduD;
RDBECOLITUC00964,kduI,kduI,kduI;
RDBECOLITUC00965,yqeF,yqeF,yqeF;
RDBECOLITUC00966,yqeG,yqeG,yqeG;
RDBECOLITUC00967,yqeH,yqeH,yqeH;
RDBECOLITUC00968,yqeIJ,yqeIJ,yqeJ;yqeI;
RDBECOLITUC00969,ygeF,ygeF,ygeF;
RDBECOLITUC00970,ygeG,ygeG,ygeG;
RDBECOLITUC00971,ygeH,ygeH,ygeH;
RDBECOLITUC00972,ygeI,ygeI,ygeI;
RDBECOLITUC00973,pbl,pbl,pbl;
RDBECOLITUC00974,ygeLK,ygeLK,ygeL;ygeK;
RDBECOLITUC00975,insC4D4CD4-ygeON,insC4D4CD4-ygeON,insC4;insD4;insCD4;ygeO;ygeN;
RDBECOLITUC00976,ygeP,ygeP,ygeP;
RDBECOLITUC00977,ygeQ,ygeQ,ygeQ;
RDBECOLITUC00978,glyU,glyU,glyU;
RDBECOLITUC00979,ygeR,ygeR,actS;
RDBECOLITUC00980,ygeW,ygeW,ygeW;
RDBECOLITUC00981,ygeX,ygeX,ygeX;
RDBECOLITUC00982,ygeY,ygeY,ygeY;
RDBECOLITUC00983,hyuA,hyuA,hyuA;
RDBECOLITUC00984,yqeA,yqeA,yqeA;
RDBECOLITUC00985,yqeB,yqeB,yqeB;
RDBECOLITUC00986,yqeC,yqeC,yqeC;
RDBECOLITUC00987,mocA,mocA,mocA;
RDBECOLITUC00988,ygfK-ssnA,ygfK-ssnA,ssnA;ygfK;
RDBECOLITUC00989,ygfM-xdhD,ygfM-xdhD,xdhD;ygfM;
RDBECOLITUC00990,xanQ-guaD-ghxQ,xanQ-guaD-ghxQ,ghxQ;guaD;xanQ;
RDBECOLITUC00991,ygfTS,ygfTS,ygfT;ygfS;
RDBECOLITUC00992,uacT,uacT,uacT;
RDBECOLITUC00993,idi,idi,idi;
RDBECOLITUC00994,xerD,dsbC-recJ-prfB,xerD;
RDBECOLITUC00995,sdhE-ygfX,sdhE-ygfX,sdhE;ygfX;
RDBECOLITUC00996,yqfA,yqfA,trhA;
RDBECOLITUC00997,yqfB,yqfB,yqfB;
RDBECOLITUC00998,ygfF,ygfF,ygfF;
RDBECOLITUC00999,ygfB-pepP-ubiHI,ygfB-pepP-ubiHI,ygfB;pepP;ubiH;ubiI;
RDBECOLITUC01000,zapA,zapA,zapA;
RDBECOLITUC01001,ssrS-ygfA,ssrS-ygfA,fau;ssrS;
RDBECOLITUC01002,yqfE,yqfE,yqfE;
RDBECOLITUC01003,ygfI,ygfI,srsR;
RDBECOLITUC01004,argO,argO,argO;
RDBECOLITUC01005,mscS,mscS,mscS;
RDBECOLITUC01006,cmtBA-yggPF-fumE-yggC,cmtBA-yggPF-fumE-yggC,cmtB;cmtA;yggP;yggF;fumE;yggC;
RDBECOLITUC01007,tktA,tktA,tktA;
RDBECOLITUC01008,yggI,yggI,yggI;
RDBECOLITUC01009,rsmE-gshB,rsmE-gshB,gshB;rsmE;
RDBECOLITUC01010,yqgEF,yqgEF,yqgF;yqgE;
RDBECOLITUC01011,yggSTU-rdgB-hemW,yggSTU-rdgB-hemW,hemW;rdgB;yggU;yggT;yggS;
RDBECOLITUC01012,yggM,yggM,yggM;
RDBECOLITUC01013,trmB-yggL,trmB-yggL,trmB;yggL;
RDBECOLITUC01014,yqgA,yqgA,yqgA;
RDBECOLITUC01015,yghED,yghED,yghE;yghD;
RDBECOLITUC01016,yghG,yghG,yghG;
RDBECOLITUC01017,pppA,pppA,pppA;
RDBECOLITUC01018,yghJ,yghJ,yghJ;
RDBECOLITUC01019,yghQ,yghQ,yghQ;
RDBECOLITUC01020,yghSR,yghSR,yghS;yghR;
RDBECOLITUC01021,pitB,pitB,pitB;
RDBECOLITUC01022,gss,gss,gss;
RDBECOLITUC01023,yghW,yghW,yghW;
RDBECOLITUC01024,yghX,yghX,yghX;
RDBECOLITUC01025,yghB,yghB,yghB;
RDBECOLITUC01026,yqhD-dkgA,yqhD-dkgA,dkgA;yqhD;
RDBECOLITUC01027,None,yqhD-dkgA,dkgA;
RDBECOLITUC01028,yqhG,yqhG,yqhG;
RDBECOLITUC01029,yqhH,yqhH,yqhH;
RDBECOLITUC01030,ygiQ,ygiQ,ygiQ;
RDBECOLITUC01031,ftsP,ftsP,ftsP;
RDBECOLITUC01032,plsC,plsC,plsC;
RDBECOLITUC01033,parC,parC,parC;
RDBECOLITUC01034,ygiS,ygiS,ygiS;
RDBECOLITUC01035,mqsRA,mqsRA,mqsR;mqsA;
RDBECOLITUC01036,ygiV,ygiV,ygiV;
RDBECOLITUC01037,ygiW,ygiW,ygiW;
RDBECOLITUC01038,mdaB,mdaB,mdaB;
RDBECOLITUC01039,ygiN,ygiN,ygiN;
RDBECOLITUC01040,nudF-yqiB-cpdA-yqiA-parE,nudF-yqiB-cpdA-yqiA-parE,nudF;yqiB;cpdA;yqiA;parE;
RDBECOLITUC01041,tolC-ygiBC,tolC-ygiBC,ygiC;ygiB;tolC;
RDBECOLITUC01042,sroG-ribB,sroG-ribB,sroG;ribB;
RDBECOLITUC01043,ubiK,ubiK,ubiK;
RDBECOLITUC01044,ygiL,ygiL,ygiL;
RDBECOLITUC01045,insC5CD5D5-yqiHIG,insC5CD5D5-yqiHIG,yqiI;yqiH;yqiG;insD5;insC5;insCD5;
RDBECOLITUC01046,yqiJK,yqiJK,yqiK;yqiJ;
RDBECOLITUC01047,sibD,sibD,sibD;
RDBECOLITUC01048,hldE,hldE,hldE;
RDBECOLITUC01049,ygiF-glnE,ygiF-glnE,ygiF;glnE;
RDBECOLITUC01050,folB,folB,folB;
RDBECOLITUC01051,ebgR,ebgR,ebgR;
RDBECOLITUC01052,ygjI,ygjI,ygjI;
RDBECOLITUC01053,ygjJK,ygjJK,ygjK;ygjJ;
RDBECOLITUC01054,fadH,fadH,fadH;
RDBECOLITUC01055,higBA,higBA,higB;higA;
RDBECOLITUC01056,rlmG,rlmG,rlmG;
RDBECOLITUC01057,ygjP,ygjP,ygjP;
RDBECOLITUC01058,ygjQ,ygjQ,ygjQ;
RDBECOLITUC01059,ygjR,ygjR,ygjR;
RDBECOLITUC01060,alx,alx,alx;
RDBECOLITUC01061,sstT,sstT,sstT;
RDBECOLITUC01062,ygjV,ygjV,ygjV;
RDBECOLITUC01063,yqjCDEK,yqjCDEK,yqjK;yqjE;yqjD;yqjC;
RDBECOLITUC01064,yqjF,yqjF,yqjF;
RDBECOLITUC01065,yqjG,yqjG,yqjG;
RDBECOLITUC01066,yhaH,yhaH,yhaH;
RDBECOLITUC01067,yhaI,yhaI,yhaI;
RDBECOLITUC01068,yhaKL,yhaKL,yhaL;yhaK;
RDBECOLITUC01069,cyuPA,cyuPA,cyuP;cyuA;
RDBECOLITUC01070,tdcR,tdcR,tdcR;
RDBECOLITUC01071,yhaBC,yhaBC,yhaC;yhaB;
RDBECOLITUC01072,sohA-yhaV,sohA-yhaV,yhaV;prlF;
RDBECOLITUC01073,yraH,yraH,yraH;
RDBECOLITUC01074,yraIJK,yraIJK,yraK;yraJ;yraI;
RDBECOLITUC01075,yraQ,yraQ,yraQ;
RDBECOLITUC01076,yraR,yraR,yraR;
RDBECOLITUC01077,ubiT-yhbS,ubiT-yhbS,ubiT;yhbS;
RDBECOLITUC01078,ubiUV,ubiUV,ubiV;ubiU;
RDBECOLITUC01079,yhbW,yhbW,yhbW;
RDBECOLITUC01080,deaD,yrbN-deaD,deaD;
RDBECOLITUC01081,nlpI,nlpI,nlpI;
RDBECOLITUC01082,yhbX,yhbX,yhbX;
RDBECOLITUC01083,folP-glmM,folP-glmM,folP;glmM;
RDBECOLITUC01085,ispB,ispB,ispB;
RDBECOLITUC01086,sfsB,sfsB,sfsB;
RDBECOLITUC01087,murA,ibaG-murA,murA;
RDBECOLITUC01088,ibaG,ibaG-murA,ibaG;
RDBECOLITUC01089,mlaFEDCB,mlaFEDCB,mlaF;mlaE;mlaD;mlaC;mlaB;
RDBECOLITUC01090,elbB-mtgA,elbB-mtgA,elbB;mtgA;
RDBECOLITUC01091,yhcC,yhcC,yhcC;
RDBECOLITUC01092,yhcADE,yhcADE,yhcE;yhcD;yhcA;
RDBECOLITUC01093,yhcF,yhcF,yhcF;
RDBECOLITUC01094,yhcG,yhcG,yhcG;
RDBECOLITUC01095,nanR,nanR,nanR;
RDBECOLITUC01096,zapE,zapE,zapE;
RDBECOLITUC01097,yhcB,yhcB,zapG;
RDBECOLITUC01098,degQS,degQS,degS;degQ;
RDBECOLITUC01099,yhcN,yhcN,yhcN;
RDBECOLITUC01100,yhcO,yhcO,yhcO;
RDBECOLITUC01101,aaeXAB,aaeXAB,aaeX;aaeA;aaeB;
RDBECOLITUC01102,tldD,tldD,tldD;
RDBECOLITUC01103,yhdP,yhdP,yhdP;
RDBECOLITUC01104,csrD,csrD,csrD;
RDBECOLITUC01105,yhdJ,yhdJ,yhdJ;
RDBECOLITUC01106,yhdU,yhdU,yhdU;
RDBECOLITUC01107,yhdV,yhdV,yhdV;
RDBECOLITUC01108,trkA,trkA,trkA;
RDBECOLITUC01109,mscL,mscL,mscL;
RDBECOLITUC01110,arfA,arfA,arfA;
RDBECOLITUC01111,yhdN-zntR,yhdN-zntR,yhdN;zntR;
RDBECOLITUC01112,gspCDEFGHIJKLMO,gspCDEFGHIJKLMO,gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;
RDBECOLITUC01113,bfd-bfr,bfd-bfr,bfd;bfr;
RDBECOLITUC01114,yheO-tusDCB,yheO-tusDCB,yheO;tusD;tusC;tusB;
RDBECOLITUC01115,slyD,slyD,slyD;
RDBECOLITUC01116,kefGB-yheV,kefGB-yheV,kefG;kefB;yheV;
RDBECOLITUC01117,yheSTU,yheSTU,yheU;yheT;yheS;
RDBECOLITUC01118,prkB,prkB,prkB;
RDBECOLITUC01119,tsgA,tsgA,tsgA;
RDBECOLITUC01120,yhfL,yhfL,yhfL;
RDBECOLITUC01121,yhfXW-php-yhfUTS,yhfXW-php-yhfUTS,yhfX;yhfW;php;yhfU;yhfT;yhfS;
RDBECOLITUC01122,yhfZY,yhfZY,yhfZ;yhfY;
RDBECOLITUC01123,hofQ,hofQ,hofQ;
RDBECOLITUC01124,hofMNOP,hofMNOP,hofM;hofN;hofO;hofP;
RDBECOLITUC01125,igaA,igaA,igaA;
RDBECOLITUC01126,yrfG-hslR,yrfG-hslR,hslR;yrfG;
RDBECOLITUC01127,hslO,yrfG-hslR,hslO;
RDBECOLITUC01128,greB,greB,greB;
RDBECOLITUC01129,yhgF,yhgF,yhgF;
RDBECOLITUC01130,rpnA,rpnA,rpnA;
RDBECOLITUC01131,yzgL,yzgL,yzgL;
RDBECOLITUC01132,asd,asd,asd;
RDBECOLITUC01133,yhhW,yhhW,yhhW;
RDBECOLITUC01134,yhhX,yhhX,yhhX;
RDBECOLITUC01135,yhhZ-yrhA-insA6AB6B6,yhhZ-yrhA-insA6AB6B6,insB6;insA6;insAB6;yrhA;yhhZ;
RDBECOLITUC01136,yrhB,yrhB,yrhB;
RDBECOLITUC01137,rsmD-yhhL,rsmD-yhhL,yhhL;rsmD;
RDBECOLITUC01138,yhhN,yhhN,yhhN;
RDBECOLITUC01139,yhhQ,yhhQ,yhhQ;
RDBECOLITUC01140,dcrB,dcrB,dcrB;
RDBECOLITUC01141,yhhT,yhhT,yhhT;
RDBECOLITUC01142,acpT,acpT,acpT;
RDBECOLITUC01143,rhsB,rhsB,rhsB;
RDBECOLITUC01144,yhhH,yhhH,yhhH;
RDBECOLITUC01145,yrhC,yrhC,yrhC;
RDBECOLITUC01146,yhhI,yhhI,yhhI;
RDBECOLITUC01147,yhiI-rbbA-yhhJ,yhiI-rbbA-yhhJ,yhiI;rbbA;yhhJ;
RDBECOLITUC01148,yhiJ,yhiJ,yhiJ;
RDBECOLITUC01149,yhiL,yhiL,yhiL;
RDBECOLITUC01150,dtpB,dtpB,dtpB;
RDBECOLITUC01151,prlC-yhiQ,prlC-yhiQ,prlC;rsmJ;
RDBECOLITUC01152,rlmJ,rlmJ,rlmJ;
RDBECOLITUC01153,yhiS,yhiS,yhiS;
RDBECOLITUC01154,yhiD,hdeAB-yhiD,yhiD;
RDBECOLITUC01155,mdtEF,gadEF-mdtEF,mdtF;mdtE;
RDBECOLITUC01156,yhjA,yhjA,ccp;
RDBECOLITUC01157,yhjC,yhjC,rcdB;
RDBECOLITUC01158,yhjD,yhjD,yhjD;
RDBECOLITUC01159,yhjE,yhjE,yhjE;
RDBECOLITUC01160,yhjG,yhjG,yhjG;
RDBECOLITUC01161,pdeK,pdeK,pdeK;
RDBECOLITUC01162,bcsEFG,bcsEFG,bcsG;bcsF;bcsE;
RDBECOLITUC01163,rdlD,rdlD,rdlD;
RDBECOLITUC01164,yhjV,yhjV,yhjV;
RDBECOLITUC01165,eptB,eptB,eptB;
RDBECOLITUC01166,yhjY,yhjY,yhjY;
RDBECOLITUC01167,tag-yiaC,tag-yiaC,yiaC;tag;
RDBECOLITUC01168,yiaD,yiaD,yiaD;
RDBECOLITUC01169,ghrB,ghrB,ghrB;
RDBECOLITUC01170,ysaB,ysaB,ysaB;
RDBECOLITUC01171,yiaA,yiaA,yiaA;
RDBECOLITUC01172,yiaB,yiaB,yiaB;
RDBECOLITUC01173,avtA,avtA,avtA;
RDBECOLITUC01174,ysaA,ysaA,ysaA;
RDBECOLITUC01175,yiaWV,yiaWV,yiaW;yiaV;
RDBECOLITUC01176,yiaY,yiaY,yiaY;
RDBECOLITUC01177,yibF,yibF,yibF;
RDBECOLITUC01178,rhsA-yibA,rhsA-yibA,yibA;rhsA;
RDBECOLITUC01179,yibJ,yibJ,yibJ;
RDBECOLITUC01180,yibG,yibG,yibG;
RDBECOLITUC01181,yibIH,yibIH,yibI;yibH;
RDBECOLITUC01182,yibL,yibL,yibL;
RDBECOLITUC01183,trmL,trmL,trmL;
RDBECOLITUC01184,secB-gpsA,yibN-grxC-secB-gpsA,secB;gpsA;
RDBECOLITUC01185,grxC,yibN-grxC-secB-gpsA,grxC;
RDBECOLITUC01186,yibN,yibN-grxC-secB-gpsA,yibN;
RDBECOLITUC01187,gpmM-envC-yibQ,gpmM-envC-yibQ,yibQ;envC;gpmM;
RDBECOLITUC01188,yibD,yibD,waaH;
RDBECOLITUC01189,htrL,htrL,htrL;
RDBECOLITUC01190,yicC,yicC,yicC;
RDBECOLITUC01191,dinD,dinD,dinD;
RDBECOLITUC01192,yicG,yicG,yicG;
RDBECOLITUC01193,gmk,gmk,gmk;
RDBECOLITUC01194,xanP,xanP,xanP;
RDBECOLITUC01195,yicH,yicH,yicH;
RDBECOLITUC01196,selC,selC,selC;
RDBECOLITUC01197,setC,setC,setC;
RDBECOLITUC01198,yicL,yicL,yicL;
RDBECOLITUC01199,nepI,nepI,nepI;
RDBECOLITUC01200,yicN,yicN,yicN;
RDBECOLITUC01201,adeQ,adeQ,adeQ;
RDBECOLITUC01202,emrD,emrD,emrD;
RDBECOLITUC01203,yidHGF,yidHGF,yidH;yidG;yidF;
RDBECOLITUC01204,yidKJ,yidKJ,yidK;yidJ;
RDBECOLITUC01205,glvCBG-ysdC,glvCBG-ysdC,glvC;glvB;glvG;
RDBECOLITUC01206,yidE,yidE,yidE;
RDBECOLITUC01207,dgoRKADT,dgoRKADT,dgoR;dgoK;dgoA;dgoD;dgoT;
RDBECOLITUC01208,yidA,yidA,yidA;
RDBECOLITUC01209,yidB,yidB,yidB;
RDBECOLITUC01210,mnmE,mnmE,mnmE;
RDBECOLITUC01211,mdtL,mdtL,mdtL;
RDBECOLITUC01212,yidZ,yidZ,yidZ;
RDBECOLITUC01213,yieH,yieH,yieH;
RDBECOLITUC01214,cbrB,cbrBC,cbrB;
RDBECOLITUC01215,cbrC,cbrBC,cbrC;
RDBECOLITUC01216,bglH-yieLK,bglH-yieLK,bglH;yieL;yieK;
RDBECOLITUC01217,mnmG-rsmG,asnC-mioC-mnmG,mnmG;rsmG;
RDBECOLITUC01218,yihG,yihG,yihG;
RDBECOLITUC01219,mioC,asnC-mioC-mnmG,mioC;
RDBECOLITUC01220,ravA-viaA,ravA-viaA,ravA;viaA;
RDBECOLITUC01221,kup,kup,kup;
RDBECOLITUC01222,yieP-hsrA,yieP-hsrA,yieP;hsrA;
RDBECOLITUC01223,ppiC,ppiC,ppiC;
RDBECOLITUC01224,yifN,yifN,yifN;
RDBECOLITUC01225,gpp,gpp,gpp;
RDBECOLITUC01226,rhlB,rhlB,rhlB;
RDBECOLITUC01227,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM,rffM;wzyE;wecF;wzxE;wecE;rffC;rffH;rffG;wecC;wecB;wzzE;rfe;
RDBECOLITUC01228,yifK,yifK,thrP;
RDBECOLITUC01229,yzcX,yzcX,yzcX;
RDBECOLITUC01230,yifL-dapF-yigA-xerC-yigB,yifL-dapF-yigA-xerC-yigB,yigB;xerC;yigA;dapF;lptM;
RDBECOLITUC01231,yigGF,yigGF,yigG;yigF;
RDBECOLITUC01232,rarD,rarD,rarD;
RDBECOLITUC01233,yigI,yigI,yigI;
RDBECOLITUC01234,pldA,pldA,pldA;
RDBECOLITUC01235,recQ,recQ,recQ;
RDBECOLITUC01236,rhtC,rhtC,rhtC;
RDBECOLITUC01237,pldB-yigL,pldB-yigL,yigL;pldB;
RDBECOLITUC01238,bioP,bioP,bioP;
RDBECOLITUC01239,rmuC,rmuC,rmuC;
RDBECOLITUC01240,tatABC,tatABC,tatD;tatC;tatB;tatA;
RDBECOLITUC01241,tatD,tatABC,tatD;
RDBECOLITUC01242,ubiD,ubiD,ubiD;
RDBECOLITUC01243,fre,fre,fre;
RDBECOLITUC01244,pepQ-yigZ-trkH-hemG,pepQ-yigZ-trkH-hemG,hemG;trkH;yigZ;pepQ;
RDBECOLITUC01245,yihD,yihD,yihD;
RDBECOLITUC01246,yihF,yihF,yihF;
RDBECOLITUC01247,yihI,yihI,yihI;
RDBECOLITUC01248,bipA,bipA,bipA;
RDBECOLITUC01249,yihLM,yihLM,yihM;yihL;
RDBECOLITUC01250,yihN,yihN,yihN;
RDBECOLITUC01251,ompL,ompL,ompL;
RDBECOLITUC01252,yihPO,yihPO,yihP;yihO;
RDBECOLITUC01253,yihQ,yihQ,yihQ;
RDBECOLITUC01254,yihR,yihR,yihR;
RDBECOLITUC01255,yihUTS,yihUTS,yihU;yihT;yihS;
RDBECOLITUC01256,yihV-csqR,yihV-csqR,csqR;yihV;
RDBECOLITUC01257,yihXY-dtd-fabY,yihXY-dtd-fabY,fabY;dtd;yihY;yihX;
RDBECOLITUC01258,yiiE,yiiE,yiiE;
RDBECOLITUC01259,yiiF,yiiF,yiiF;
RDBECOLITUC01260,fdhD,fdhD,fdhD;
RDBECOLITUC01261,yiiG,yiiG,yiiG;
RDBECOLITUC01262,frvABXR,frvABXR,frvA;frvB;frvX;frvR;
RDBECOLITUC01263,kdgT,kdgT,kdgT;
RDBECOLITUC01264,yiiM,yiiM,yiiM;
RDBECOLITUC01265,fieF,fieF,fieF;
RDBECOLITUC01266,sbp,sbp,sbp;
RDBECOLITUC01267,yiiQ,yiiQ,yiiQ;
RDBECOLITUC01268,yiiR,yiiR,yiiR;
RDBECOLITUC01269,priA,priA,priA;
RDBECOLITUC01270,yiiX,yiiX,yiiX;
RDBECOLITUC01271,yijE,yijE,yijE;
RDBECOLITUC01272,yijF,yijF,yijF;
RDBECOLITUC01273,ptsA-fsaB-gldA,ptsA-fsaB-gldA,ptsA;fsaB;gldA;
RDBECOLITUC01274,frwCB,frwCB,frwB;frwC;
RDBECOLITUC01275,yijO,yijO,yijO;
RDBECOLITUC01276,eptC,eptC,eptC;
RDBECOLITUC01277,fabR-yijD,fabR-yijD,yijD;fabR;
RDBECOLITUC01278,murB-birA,murB-birA,birA;murB;
RDBECOLITUC01279,sroH,sroH,sroH;
RDBECOLITUC01280,nudC-hemE-nfi,nudC-hemE-nfi,nfi;hemE;nudC;
RDBECOLITUC01281,yjaG,yjaG,yjaG;
RDBECOLITUC01282,yjaA,yjaA,yjaA;
RDBECOLITUC01283,arpA,arpA,arpA;
RDBECOLITUC01284,yjbB,yjbB,yjbB;
RDBECOLITUC01285,yjbD,yjbD,yjbD;
RDBECOLITUC01286,yjbE,yjbEFGH,yjbE;
RDBECOLITUC01287,yjbFGH,yjbEFGH,yjbH;yjbG;yjbF;
RDBECOLITUC01288,xylE,xylE,xylE;
RDBECOLITUC01289,yjbI,yjbI,yjbI;
RDBECOLITUC01290,dgkA,dgkA,dgkA;
RDBECOLITUC01291,yjbJ,yjbJ,yjbJ;
RDBECOLITUC01292,yjbLM,yjbLM,yjbM;yjbL;
RDBECOLITUC01293,dusA,dusA,dusA;
RDBECOLITUC01294,dnaB,dnaB,dnaB;
RDBECOLITUC01295,alr,alr,alr;
RDBECOLITUC01296,aphA,aphA,aphA;
RDBECOLITUC01297,yjbQR,yjbQR,yjbR;yjbQ;
RDBECOLITUC01298,ghxP,ghxP,ghxP;
RDBECOLITUC01299,yjcE,yjcE,yjcE;
RDBECOLITUC01300,yjcF,yjcF,yjcF;
RDBECOLITUC01301,gltP,gltP,gltP;
RDBECOLITUC01302,yjcO,yjcO,yjcO;
RDBECOLITUC01303,mdtNOP,mdtNOP,mdtN;mdtO;mdtP;
RDBECOLITUC01304,yjcS,yjcS,yjcS;
RDBECOLITUC01305,yjdP,yjdP,yjdP;
RDBECOLITUC01306,yjdN,yjdN,yjdN;
RDBECOLITUC01307,yjdM,yjdM,yjdM;
RDBECOLITUC01308,rdcAB,rdcAB,rdcB;rdcA;
RDBECOLITUC01309,adiC,adiC,adiC;
RDBECOLITUC01310,yjdF,yjdF,yjdF;
RDBECOLITUC01311,yjdIJ,yjdIJ,yjdJ;yjdI;
RDBECOLITUC01312,dtpC,dtpC,dtpC;
RDBECOLITUC01313,dsbD-yjdC,dsbD-yjdC,dsbD;dicD;
RDBECOLITUC01314,yjeI,yjeI,yjeI;
RDBECOLITUC01315,yjeJ,yjeJ,yjeJ;
RDBECOLITUC01316,epmB,epmB,epmB;
RDBECOLITUC01317,ecnAB,ecnAB,ecnB;ecnA;
RDBECOLITUC01318,epmA,epmA,epmA;
RDBECOLITUC01319,yjeM,yjeM,yjeM;
RDBECOLITUC01320,yjeNO,yjeNO,yjeO;yjeN;
RDBECOLITUC01321,rsgA,rsgA,rsgA;
RDBECOLITUC01322,orn,orn,orn;
RDBECOLITUC01323,yjeT,yjeT,yjeT;
RDBECOLITUC01324,yjfIJ,nsrR-rnr-rlmB-yjfI,yjfJ;yjfI;
RDBECOLITUC01325,yjfKLMC,yjfKLMC,yjfC;yjfM;yjfL;yjfK;
RDBECOLITUC01326,yjfN,yjfN,yjfN;
RDBECOLITUC01327,bsmA,bsmA,bsmA;
RDBECOLITUC01328,ulaR,ulaR,ulaR;
RDBECOLITUC01329,fklB,fklB,fklB;
RDBECOLITUC01330,cycA,cycA,cycA;
RDBECOLITUC01331,ytfF,ytfF,ytfF;
RDBECOLITUC01332,qorB,qorB,qorB;
RDBECOLITUC01333,cysQ,cysQ,cysQ;
RDBECOLITUC01334,ytfI,ytfI,ytfI;
RDBECOLITUC01335,ytfL,ytfL,paeA;
RDBECOLITUC01336,tamAB-ytfP,tamAB-ytfP,ytfP;tamB;tamA;
RDBECOLITUC01337,ytfQRT-yjfF,ytfQRT-yjfF,yjfF;ytfT;ytfR;ytfQ;
RDBECOLITUC01338,tldE,tldE,tldE;
RDBECOLITUC01339,cybC,cybC,cybC;
RDBECOLITUC01340,ridA,ridA,ridA;
RDBECOLITUC01341,yjgH,yjgH,yjgH;
RDBECOLITUC01342,bdcA,bdcA,bdcA;
RDBECOLITUC01343,bdcR,bdcR,bdcR;
RDBECOLITUC01344,tabA,tabA,tabA;
RDBECOLITUC01345,yjgL,yjgL,yjgL;
RDBECOLITUC01346,pepA,pepA,pepA;
RDBECOLITUC01347,lptFG,lptFG,lptG;lptF;
RDBECOLITUC01348,yjgR,yjgR,yjgR;
RDBECOLITUC01349,intB,intB,intB;
RDBECOLITUC01350,insC6CD6D6,insC6CD6D6,insD6;insC6;insCD6;
RDBECOLITUC01351,yjgX,yjgX,yjgX;
RDBECOLITUC01352,nanXY,nanXY,nanY;nanX;
RDBECOLITUC01353,yjhE,yjhE,yjhE;
RDBECOLITUC01354,insN-2,insN-2,insO;
RDBECOLITUC01355,insMI3,insMI3,insM;insI3;
RDBECOLITUC01356,yjhV,yjhV,yjhV;
RDBECOLITUC01357,insB7,insB7,insB7;
RDBECOLITUC01358,yjhU,yjhU,yjhU;
RDBECOLITUC01359,yjhF,yjhF,yjhF;
RDBECOLITUC01360,yjhIHG,yjhIHG,yjhI;yjhH;yjhG;
RDBECOLITUC01361,sgcXBCQAER,sgcXBCQAER,sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR;
RDBECOLITUC01362,yjhP,yjhP,yjhP;
RDBECOLITUC01363,topAI-yjhQ,topAI-yjhQ,topAI;yjhQ;
RDBECOLITUC01364,nanS,nanCMS,nanS;
RDBECOLITUC01365,hypT,hypT,hypT;
RDBECOLITUC01366,yjiHG-iadA,yjiHG-iadA,yjiH;yjiG;iadA;
RDBECOLITUC01367,yjiJ,yjiJ,yjiJ;
RDBECOLITUC01368,yjiK,yjiK,yjiK;
RDBECOLITUC01369,yjiML,yjiML,yjiM;yjiL;
RDBECOLITUC01370,mdtM-yjiN,mdtM-yjiN,mdtM;yjiN;
RDBECOLITUC01371,rpnD,rpnD,rpnD;
RDBECOLITUC01372,yjiS,yjiS,yjiS;
RDBECOLITUC01373,yjiT,yjiT,yjiT;
RDBECOLITUC01374,yjiV,yjiV,yjiV;
RDBECOLITUC01375,yjiXA,yjiXA,yjiX;yjiA;
RDBECOLITUC01376,lgoT,lgoT,lgoT;
RDBECOLITUC01377,lgoR,lgoR,lgoR;
RDBECOLITUC01378,opgB,opgB,opgB;
RDBECOLITUC01379,yjjP,yjjP,yjjP;
RDBECOLITUC01380,rsmC,rsmC,rsmC;
RDBECOLITUC01381,holD-rimI-yjjG,holD-rimI-yjjG,yjjG;rimI;holD;
RDBECOLITUC01382,prfC,prfC,prfC;
RDBECOLITUC01383,ytjA,ytjA,ytjA;
RDBECOLITUC01384,yjjUV,yjjUV,yjjV;yjjU;
